return_id,order_id,customer_id,email,return_date,reason,return_type,refunded_amount,return_channel,agent_id,refund_method
RTN-22161422,ORD-51533856,CUST-10987,scott.pruitt@yahoo.com,2025-11-26,Changed mind,Refund,0.0,Web,ONLINE,Credit Card
RTN-98120597,ORD-58161790,CUST-8702,michelle.thomas@gmail.com,2026-10-02,No longer needed,Refund,435.48,Web,ONLINE,Credit Card
RTN-18156280,ORD-16343992,CUST-6656,kathleen.moran@hotmail.com,2025-12-27,Product did not match description,Refund,560.72,Web,ONLINE,Credit Card
RTN-93740878,ORD-48635089,CUST-9391,ashley.parker@gmail.com,2025-12-03,No longer needed,Refund,3428.14,Web,ONLINE,PayPal
RTN-13274252,ORD-45793881,CUST-10362,jeffrey.owens@gmail.com,2026-01-25,Defective,Refund,942.55,Ebay,ONLINE,PayPal
RTN-80668387,ORD-26212971,GUEST-101764,walshbeverly@example.org,2025-12-14,Product did not match description,Refund,516.43,Web,ONLINE,Credit Card
RTN-46825505,ORD-98369573,CUST-6421,benjamin.hodges@hotmail.com,2025-12-06,Damaged in transit,Refund,105.4,Ebay,ONLINE,PayPal
RTN-21397823,ORD-91835558,GUEST-102691,millerlisa@example.com,2025-12-15,Item arrived late,Refund,514.5,Web,ONLINE,Credit Card
RTN-70589847,ORD-82146041,CUST-6289,julia.salazar@yahoo.com,2025-12-23,damaged in transit,Refund,92.48,Web,ONLINE,Credit Card
RTN-57035644,ORD-82146041,CUST-6289,julia.salazar@yahoo.com,2026-01-22,Wrong item,Refund,1921.28, Web  ,ONLINE,Credit Card
RTN-08606381,ORD-40202908,CUST-9326,jacob.snyder@hotmail.com,2025-11-24,Damaged in transit,Refund,380.08,Web,ONLINE,PayPal
RTN-61714394,ORD-74160437,CUST-5823,jessica.schaefer@yahoo.com,2025-12-31,Product did not match description,Refund,196.76,web,ONLINE,Credit Card
RTN-73920596,ORD-58311285,CUST-6363,caitlyn.mason@yahoo.com,2025-12-01,Changed mind,REFUND,436.04,NewEgg,ONLINE,Credit Card
RTN-51781893,ORD-94027076,CUST-9666,eileen.glass@gmail.com,2025-11-22,Product did not match description,Refund,1462.32,Phone,CSR-0002,PayPal
RTN-06651618,ORD-73333694,GUEST-100301,kennethcortez@example.net,2026-06-02,Changed mind,Refund,121.27,Web,ONLINE,Apple Pay
RTN-57992430,ORD-73333694,GUEST-100301,kennethcortez@example.net,2026-06-06,Arrived damaged,Refund,470.73,Web,ONLINE,Apple Pay
RTN-77552263,ORD-11267583,CUST-7500,kenneth.farley@gmail.com,2026-04-09,Item arrived late,Refund,2700.16,Web,ONLINE,Credit Card
RTN-16732080,ORD-35114922,GUEST-100154,lindsay08@example.net,2025-12-16,Changed mind,Refund,213.98,Social Media,ONLINE,PayPal
RTN-75254026,ORD-15658957,CUST-6754,kim.guzman@gmail.com,2025-12-02,Item arrived late,Refund,1967.66,Ebay,ONLINE,Credit Card
RTN-56648608,ORD-55125808,GUEST-102945,staffordjeffrey@example.com,2025-12-02,Changed mind,Refund,159.0,Social Media,ONLINE,Credit Card
RTN-45598326,ORD-55125808,GUEST-102945,staffordjeffrey@example.com,2025-12-11,Arrived damaged,Refund,284.84,Social Media,,Credit Card
RTN-51753313,ORD-87723292,GUEST-102617,katherinecarr@example.com,2025-11-29,Arrived damaged,Refund,746.21,Social Media,ONLINE,PayPal
RTN-70339418,ORD-72739141,CUST-10427,juan.austin@hotmail.com,2025-12-04,Found a better price,Refund,220.84,Phone,CSR-0018,Apple Pay
RTN-13059237,ORD-04347832,CUST-9836,steven.mason@gmail.com,2025-12-03,Wrong item,Refund,147.96,Ebay,ONLINE,Credit Card
RTN-96518955,ORD-89708174,CUST-7387,yesenia.horn@hotmail.com,2025-12-05,  Defective ,Refund,770.5,Social Media,ONLINE,PayPal
RTN-69958723,ORD-69948190,GUEST-101725,jessica19@example.com,2025-12-07,Defective,Refund,1570.16,Ebay,ONLINE,Credit Card
RTN-22988402,ORD-40211586,CUST-9600,leslie.webster@gmail.com,2025-12-05,Damaged in transit,Refund,818.06,Ebay,ONLINE,Credit Card
RTN-96080651,ORD-25194851,GUEST-103790,ihale@example.com,2025-12-05,No longer needed,Refund,117.51,Web,ONLINE,Apple Pay
RTN-99762917,ORD-71986384,CUST-5794,danielle.kelly@gmail.com,2026-01-06,Damaged in transit,Refund,828.99,Phone,CSR-0003,Credit Card
RTN-40662702,ORD-69089221,CUST-9474,becky.bailey@yahoo.com,2025-12-15,Found a better price,Refund,328.69,Web,ONLINE,Google Pay
RTN-93865393,ORD-23774325,GUEST-102002,wshannon@example.net,2025-12-01,Changed mind,Refund,45.69,Web,ONLINE,Credit Card
RTN-76745543,ORD-08278524,GUEST-102078,brownwilliam@example.net,2025-12-15,Defective,Refund,876.06,Social Media,ONLINE,Credit Card
RTN-27615755,ORD-77512196,CUST-6694,david.fry@gmail.com,2025-11-27,Damaged in transit,  Refund  ,2047.96,Web,ONLINE,Credit Card
RTN-04557600,ORD-77512196,CUST-6694,david.fry@gmail.com,2025-12-04,Arrived damaged,Refund,1607.65,Web,ONLINE,Credit Card
RTN-60325540,ORD-02934461,CUST-5365,eric.farley@hotmail.com,2026-01-29,product did not match description,Refund,234.55,Social Media,ONLINE,Apple Pay
RTN-92230150,ORD-59020176,CUST-10392,erin.jackson@yahoo.com,2026-02-07,Found a better price,Refund,871.04,Web,ONLINE,PayPal
RTN-60081626,ORD-74766814,CUST-9863,rebecca.smith@yahoo.com,2025-12-14,No longer needed,Refund,203.52,Social Media,ONLINE,Apple Pay
RTN-54279582,ORD-90794608,CUST-8545,deborah.allen@gmail.com,2026-04-17,  wrong item  ,Refund,2180.58,Ebay,ONLINE,Apple Pay
RTN-11163081,ORD-58010023,CUST-6700,cynthia.phillips@gmail.com,2025-12-04,Defective,Refund,2665.38,Social Media,ONLINE,Apple Pay
RTN-96378629,ORD-11137977,CUST-10539,barry.barnes@hotmail.com,2026-02-18,NO LONGER NEEDED,Refund,1199.61,Web,ONLINE,PayPal
RTN-11359360,ORD-11137977,CUST-10539,barry.barnes@hotmail.com,2026-05-05,Defective,Refund,175.27,Web,ONLINE,PayPal
RTN-20485418,ORD-06687719,CUST-6161,jared.reynolds@yahoo.com,2025-12-10,Product did not match description,Refund,428.3,Social Media,ONLINE,Credit Card
RTN-31915690,ORD-06687719,CUST-6161,jared.reynolds@yahoo.com,2025-12-28,Item arrived late,Refund,0.0,Social Media,ONLINE,Credit Card
RTN-02259201,ORD-79859589,CUST-8933,rhonda.hunt@yahoo.com,2026-11-14,DAMAGED IN TRANSIT,Refund,84.51,Web,ONLINE,Credit Card
RTN-16672500,ORD-88307603,CUST-9170,bruce.martin@yahoo.com,2025-12-01,Item arrived late,Refund,460.45,Web,ONLINE,PayPal
RTN-86512668,ORD-62254993,CUST-7612,lisa.townsend@gmail.com,2025-12-20,No longer needed,Refund,519.01,Web,ONLINE,Credit Card
RTN-64893121,ORD-14428320,CUST-10561,robert.davis@hotmail.com,2025-12-12,Damaged in transit,Refund,586.96,Web,ONLINE,Credit Card
RTN-48152779,ORD-76879238,CUST-5269,james.washington@gmail.com,2025-11-30,Defective,Refund,1072.1,Social Media,ONLINE,Credit Card
RTN-45228399,ORD-38614642,CUST-8681,charles.weber@hotmail.com,2025-12-28,Wrong item,Refund,2124.97,NewEgg,ONLINE,Credit Card
RTN-26306384,ORD-77723834,CUST-5434,peggy.gordon@hotmail.com,2025-11-30,Defective,Refund,434.48,Phone,CSR-0020,Credit Card
RTN-21802643,ORD-50133668,CUST-9544,danny.owen@yahoo.com,2025-12-01,Defective,Refund,1212.25,Web,ONLINE,Credit Card
RTN-79247373,ORD-50133668,CUST-9544,danny.owen@yahoo.com,2025-12-13,No longer needed,Refund,0.0,Web,ONLINE,Credit Card
RTN-34167912,ORD-60988598,CUST-9609,laura.harvey@gmail.com,2026-08-03,Item arrived late,Refund,1017.5,Web,ONLINE,PayPal
RTN-73401028,ORD-07906739,GUEST-101575,gonzalezgina@example.com,2025-12-16,No longer needed,Refund,1022.29,Web,ONLINE,PayPal
RTN-16469202,ORD-86732175,CUST-10048,jennifer.hampton@yahoo.com,2025-12-19,No longer needed, Refund  ,480.86,web,ONLINE,Credit Card
RTN-78597549,ORD-29931584,GUEST-103324,raymonddelacruz@example.com,2025-12-03,No longer needed,Refund,1289.41,Web,ONLINE,Credit Card
RTN-48808345,ORD-90611447,CUST-8562,rachel.roberts@hotmail.com,2025-12-20,Damaged in transit,Refund,551.63,Web,ONLINE,Google Pay
RTN-99059387,ORD-98933759,GUEST-103110,kramirez@example.net,2025-12-08,Found a better price,Refund,339.27,Web,ONLINE,PayPal
RTN-10293556,ORD-85781359,CUST-10004,sheila.moyer@gmail.com,2026-01-31,Wrong item,refund,1152.22,Web,ONLINE,Credit Card
RTN-94412844,ORD-28219566,CUST-8402,suzanne.marshall@gmail.com,2025-12-26,Defective,Refund,1053.75,Phone,CSR-0014,Credit Card
RTN-83305341,ORD-28219566,CUST-8402,suzanne.marshall@gmail.com,2026-01-01,No longer needed,Refund,0.0, Phone ,CSR-0014,Credit Card
RTN-69247213,ORD-10002280,CUST-6511,danny.lee@hotmail.com,2025-12-20,Arrived damaged,Refund,889.79, Web ,ONLINE,PayPal
RTN-49939037,ORD-76497103,GUEST-101165,fmontoya@example.org,2025-12-12,Arrived damaged,Refund,1771.41,Web,ONLINE,Credit Card
RTN-07006370,ORD-76497103,GUEST-101165,fmontoya@example.org,2026-01-07, Wrong item  ,Refund,0.0,Web,ONLINE,Credit Card
RTN-41771708,ORD-86629127,GUEST-101589,emilyharrison@example.com,2026-02-24,Product did not match description,Refund,284.26,Web,ONLINE,ACH
RTN-69166325,ORD-54883603,CUST-6276,jeremy.livingston@hotmail.com,2025-12-05,Wrong item,Refund,857.28,  Social Media  ,ONLINE,Credit Card
RTN-19814000,ORD-54883603,CUST-6276,jeremy.livingston@hotmail.com,2025-12-29,No longer needed,Refund,0.0,  Social Media  ,ONLINE,Credit Card
RTN-90448414,ORD-93163774,GUEST-101127,maddenmichelle@example.net,2025-12-20,Wrong item,refund,782.41,Phone,CSR-0019,ACH
RTN-92783406,ORD-85687612,CUST-5515,joshua.ford@hotmail.com,2026-02-09, Arrived damaged ,Refund,1961.8,Web,ONLINE,Credit Card
RTN-36158845,ORD-63704966,CUST-6903,helen.glass@gmail.com,2025-12-13,Product did not match description,Refund,409.5,Ebay,ONLINE,ACH
RTN-69635278,ORD-38391389,CUST-10431,jessica.sanchez@yahoo.com,2025-12-13,Damaged in transit,REFUND,1109.65,Web,ONLINE,Google Pay
RTN-43701056,ORD-63851105,GUEST-101941,moralesfrank@example.net,2025-12-12,Defective,Refund,472.1,Web,ONLINE,PayPal
RTN-01697268,ORD-11931325,CUST-5642,lauren.allen@gmail.com,2025-12-18,Product did not match description,Refund,4358.08,Web,ONLINE,Credit Card
RTN-36659925,ORD-59573771,CUST-6820,nicholas.walker@yahoo.com,2025-12-16,Arrived damaged,Refund,1248.06,Phone,CSR-0002,Google Pay
RTN-59656130,ORD-62723130,GUEST-102963,ian52@example.net,2025-12-18,Defective,Refund,241.65,Social Media,ONLINE,Google Pay
RTN-38188363,ORD-94105237,GUEST-102337,beverly49@example.com,2026-01-02,Damaged in transit,Refund,1109.81,Web,ONLINE,Credit Card
RTN-63222768,ORD-05626323,CUST-8725,brittany.powell@hotmail.com,2025-12-19,No longer needed,Refund,1148.91,Web,ONLINE,Credit Card
RTN-49993816,ORD-79143691,GUEST-100038,xroy@example.com,2025-12-10,Arrived damaged,Refund,818.75,Web,ONLINE,Apple Pay
RTN-04529075,ORD-45899542,CUST-5668,carmen.holt@hotmail.com,2025-12-16,Arrived damaged,Refund,680.38,  Ebay ,ONLINE,Credit Card
RTN-63765313,ORD-66111945,CUST-8136,christine.garcia@yahoo.com,2025-12-29,Changed mind,Refund,1221.02,Phone,CSR-0008,ACH
RTN-37558540,ORD-42766104,CUST-5494,theresa.davis@gmail.com,2026-07-12,No longer needed,Refund,843.83,Ebay,ONLINE,Credit Card
RTN-49796858,ORD-40805961,CUST-8690,doris.mcbride@hotmail.com,2025-12-27,No longer needed,Refund,625.66,Web,ONLINE,ACH
RTN-70421023,ORD-42830937,GUEST-101677,johnspencer@example.com,2025-12-20,Damaged in transit,Refund,228.95,Web,ONLINE,Credit Card
RTN-84257143,ORD-27751206,CUST-10761,brendan.malone@gmail.com,2025-12-21,arrived damaged,Refund,359.61,Web,ONLINE,Credit Card
RTN-89968859,ORD-44283857,GUEST-101141,linda78@example.org,2025-12-21,Wrong item,Refund,416.58,Web,ONLINE,PayPal
RTN-44129914,ORD-82036577,GUEST-102798,christopherthompson@example.org,2026-06-20,Wrong item,Refund,311.92,Web,ONLINE,Apple Pay
RTN-14846386,ORD-15902456,GUEST-103256,ymcgee@example.com,2026-01-04,No longer needed,Refund,561.46,Web,ONLINE,Credit Card
RTN-53268211,ORD-79668539,CUST-6872,stacy.smith@gmail.com,2026-01-06,Item arrived late,Refund,430.63,Web,ONLINE,Apple Pay
RTN-84139325,ORD-18151670,CUST-7989,ashley.delgado@gmail.com,2026-03-01,Product did not match description,Refund,502.25,Web,ONLINE,Credit Card
RTN-29937566,ORD-01866091,CUST-10338,ian.guerrero@gmail.com,2026-01-07,Found a better price,Refund,1021.23,Social Media,,ACH
RTN-44930127,ORD-73607015,CUST-7351,vanessa.greene@yahoo.com,2025-12-10,Found a better price,Refund,4272.33,Phone,CSR-0005,PayPal
RTN-38078047,ORD-78881863,GUEST-103767,debralopez@example.net,2025-12-14,Item arrived late,REFUND,529.53,Web,ONLINE,PayPal
RTN-69169360,ORD-78881863,GUEST-103767,debralopez@example.net,2026-01-12,Found a better price,Refund,761.77,Web,ONLINE,PayPal
RTN-14136236,ORD-95664889,CUST-10117,michelle.jacobs@gmail.com,2025-12-27,Wrong item,Refund,3458.66,Web,ONLINE,PayPal
RTN-09935383,ORD-79912923,CUST-9480,william.rhodes@gmail.com,2025-12-19,Wrong item,Refund,5167.89,Web,ONLINE,ACH
RTN-14836971,ORD-77589082,CUST-8200,meghan.sherman@gmail.com,2025-12-13,No longer needed,Refund,621.56,Web,ONLINE,Credit Card
RTN-01214540,ORD-74825593,CUST-8164,nicolas.carter@gmail.com,2025-12-27,Item arrived late,Refund,1729.47,Phone,CSR-0011,PayPal
RTN-41232452,ORD-40703304,CUST-10380,david.harris@gmail.com,2025-12-31,WRONG ITEM,Refund,2987.16,Social Media,ONLINE,PayPal
RTN-78089710,ORD-70573205,CUST-7558,maria.rodriguez@hotmail.com,2026-03-05,Arrived damaged,Refund,1040.73,Web,ONLINE,Credit Card
RTN-56928583,ORD-68643733,CUST-7095,bonnie.savage@gmail.com,2025-12-21,Product did not match description,Refund,660.22,Ebay,ONLINE,Credit Card
RTN-25455168,ORD-80146006,GUEST-100559,randy32@example.com,2025-12-26,Arrived damaged,Refund,180.27,Web,ONLINE,Google Pay
RTN-37758382,ORD-24290599,CUST-10449,robert.lawrence@gmail.com,2026-01-02,Defective,Refund,1249.47,Phone,,Credit Card
RTN-85660600,ORD-75659973,CUST-9151,yvette.singh@yahoo.com,2026-03-12,Arrived damaged,Refund,1050.17,Social Media,ONLINE,Apple Pay
RTN-79772008,ORD-89472459,GUEST-102093,wilsonsamuel@example.net,2026-02-27,Found a better price,Refund,76.83,Web,ONLINE,ACH
RTN-72990705,ORD-49106061,CUST-7543,margaret.johnston@hotmail.com,2026-01-10,Changed mind,Refund,1768.4,Web,ONLINE,Apple Pay
RTN-45714624,ORD-85741567,CUST-5515,joshua.ford@hotmail.com,2025-12-17,Product did not match description,Refund,3335.3,WEB,ONLINE,PayPal
RTN-97322902,ORD-33765874,GUEST-102098,lindsay70@example.org,2025-12-24,Arrived damaged,Refund,297.54,Web,ONLINE,PayPal
RTN-04240685,ORD-33765874,GUEST-102098,lindsay70@example.org,2026-01-21,Product did not match description,Refund,0.0,Web,ONLINE,PayPal
RTN-48245962,ORD-90091295,CUST-10024,johnny.jones@hotmail.com,2025-12-18,Changed mind,Refund,616.9,Web,ONLINE,PayPal
RTN-77146195,ORD-90091295,CUST-10024,johnny.jones@hotmail.com,2026-01-15,Arrived damaged,Refund,0.0,Web,ONLINE,PayPal
RTN-61634867,ORD-32893125,CUST-5427,michael.mitchell@hotmail.com,2026-01-08,Found a better price,Refund,280.77,Phone,CSR-0006,Credit Card
RTN-59543006,ORD-58820226,CUST-6649,evelyn.jones@hotmail.com,2026-01-26,Damaged in transit,Refund,960.4,Web,ONLINE,Credit Card
RTN-98651268,ORD-78546115,CUST-10202,grace.mclean@yahoo.com,2026-01-11,Item arrived late,Refund,192.18,Web,ONLINE,Credit Card
RTN-56104400,ORD-40630652,CUST-6880,sheryl.bonilla@gmail.com,2025-12-30,Item arrived late,Refund,556.38,Ebay,ONLINE,Credit Card
RTN-89922343,ORD-82581138,CUST-5844,christina.salazar@hotmail.com,2026-02-12,Item arrived late,Refund,562.7,NewEgg,ONLINE,Credit Card
RTN-99122616,ORD-77960550,CUST-9038,robert.meyers@yahoo.com,2025-12-19,Wrong item,Refund,550.82,Ebay,ONLINE,Credit Card
RTN-63376779,ORD-21875631,GUEST-100598,annettepatterson@example.org,2025-12-26,Item arrived late,Refund,802.48,Web,ONLINE,Credit Card
RTN-25913435,ORD-60550627,CUST-10913,franklin.herrera@hotmail.com,2025-12-20,Arrived damaged,Refund,1030.03,Social Media,ONLINE,Credit Card
RTN-21380978,ORD-06705696,CUST-9426,brian.castillo@yahoo.com,2025-12-21,No longer needed,  Refund  ,1429.75,Ebay,ONLINE,Credit Card
RTN-27601228,ORD-17593570,CUST-5932,hannah.howe@gmail.com,2026-01-29,No longer needed,Refund,1994.9,Ebay,ONLINE,Credit Card
RTN-44885148,ORD-71255964,CUST-5437,jeffrey.sawyer@hotmail.com,2025-12-29,Item arrived late,Refund,674.48,Web,ONLINE,ACH
RTN-38161162,ORD-73447247,CUST-7343,donald.valencia@hotmail.com,2026-03-03,Damaged in transit,Refund,956.52,Ebay,ONLINE,PayPal
RTN-47465670,ORD-59910376,CUST-10221,aaron.adams@yahoo.com,2026-01-04,Arrived Damaged,Refund,3823.12,Social Media,ONLINE,PayPal
RTN-75656328,ORD-48893090,CUST-9951,peter.martin@yahoo.com,2025-12-29, No longer needed  ,Refund,535.71,Ebay,ONLINE,Credit Card
RTN-26807261,ORD-10342293,CUST-5753,michael.bruce@hotmail.com,2025-12-25,Item arrived late,Refund,709.4,  Phone ,,PayPal
RTN-42153249,ORD-91290014,GUEST-100528,jenniferzavala@example.com,2025-12-31,Changed mind,Refund,151.89,Web,ONLINE,Credit Card
RTN-76685468,ORD-04269119,CUST-6233,patrick.hernandez@yahoo.com,2026-01-05,Item arrived late,Refund,1717.92,Web,ONLINE,Apple Pay
RTN-44914442,ORD-04269119,CUST-6233,patrick.hernandez@yahoo.com,2026-01-26,Product did not match description,Refund,191.0,Web,ONLINE,Apple Pay
RTN-78207279,ORD-89605380,GUEST-100498,hunterpatricia@example.net,2025-12-19,Wrong item,Refund,890.12,Ebay,ONLINE,PayPal
RTN-73695564,ORD-40698778,CUST-8673,mallory.obrien@hotmail.com,2026-01-15,Damaged in transit,Refund,300.72,Web,ONLINE,Credit Card
RTN-67505585,ORD-46837814,CUST-9059,patty.nelson@gmail.com,2026-01-01,Changed mind,Refund,194.72,Phone,CSR-0002,Credit Card
RTN-45127422,ORD-65171081,CUST-6337,brandon.love@yahoo.com,2026-12-01,Damaged in transit,Refund,2434.28,Web,ONLINE,Credit Card
RTN-43338666,ORD-66043838,GUEST-103268,qcollins@example.net,2025-12-28,  Defective  ,Refund,1734.33,Phone,,PayPal
RTN-31965622,ORD-23979788,CUST-8415,courtney.simon@hotmail.com,2025-12-23,Defective,Refund,3330.43,Web,ONLINE,PayPal
RTN-24768065,ORD-95311318,CUST-11072,christopher.garza@gmail.com,2025-12-29,Arrived damaged,Refund,974.84,Web,ONLINE,Apple Pay
RTN-11070869,ORD-61380038,CUST-8363,bruce.ramirez@yahoo.com,2026-01-11,Defective,Refund,1168.92,Social Media,ONLINE,Credit Card
RTN-31022191,ORD-27509459,GUEST-101601,briggskeith@example.net,2025-12-21,Arrived damaged,Refund,2398.15,  Phone  ,CSR-0010,Credit Card
RTN-72890222,ORD-72527067,CUST-8415,courtney.simon@hotmail.com,2025-12-28,Changed mind,Refund,959.69,Phone,CSR-0011,Credit Card
RTN-49502107,ORD-26612226,CUST-10557,kathryn.lynch@hotmail.com,2025-12-29,Changed mind,Refund,817.66,NewEgg,ONLINE,PayPal
RTN-04665098,ORD-84166690,CUST-11072,christopher.garza@gmail.com,2026-01-10,Product did not match description,Refund,599.81,Web,ONLINE,Credit Card
RTN-73439803,ORD-91825067,GUEST-101779,ihughes@example.org,2026-01-05,Arrived damaged,Refund,585.24,Web,ONLINE,Credit Card
RTN-26922367,ORD-91825067,GUEST-101779,ihughes@example.org,2026-01-20,Product did not match description,refund,0.0,Web,,Credit Card
RTN-00853493,ORD-75467991,GUEST-103447,jennifer78@example.net,2025-12-28,Damaged in transit,Refund,435.04, Web  ,ONLINE,PayPal
RTN-03014323,ORD-70069746,CUST-10037,jared.hall@gmail.com,2026-01-07,Item arrived late,Refund,35.02,Web,ONLINE,Credit Card
RTN-10500162,ORD-09541431,CUST-8319,jennifer.gordon@gmail.com,2026-02-14,No longer needed,Refund,599.42,Ebay,ONLINE,ACH
RTN-46823606,ORD-80102279,GUEST-101806,mark89@example.com,2026-01-03,Damaged in transit,Refund,809.26,Web,ONLINE,ACH
RTN-62095790,ORD-11789172,CUST-6258,joe.stewart@hotmail.com,2026-01-05,Found a better price,Refund,1215.99,Social Media,ONLINE,Credit Card
RTN-52855466,ORD-49645660,CUST-8896,justin.bradley@gmail.com,2025-12-28,Changed mind,Refund,1138.06,Web,ONLINE,PayPal
RTN-25870701,ORD-35400416,GUEST-100847,mjimenez@example.net,2026-01-20,Damaged in transit, Refund ,1140.04,Web,ONLINE,PayPal
RTN-50045469,ORD-16047962,CUST-10676,rhonda.sanchez@hotmail.com,2025-12-24,No longer needed,Refund,1969.53,Phone,CSR-0016,Credit Card
RTN-56375790,ORD-46838830,CUST-6215,peter.gates@yahoo.com,2025-12-30,Item arrived late,Refund,1476.7,Web,ONLINE,Google Pay
RTN-16816438,ORD-46838830,CUST-6215,peter.gates@yahoo.com,2026-01-30,Damaged in transit,Refund,1507.14,Web,ONLINE,Google Pay
RTN-29742434,ORD-56985964,GUEST-103719,gmcclure@example.com,2026-01-05,Changed mind,Refund,1008.39,Ebay,ONLINE,Google Pay
RTN-66214219,ORD-89978065,CUST-10591,patricia.cox@hotmail.com,2026-01-07,Product did not match description,Refund,639.53,Web,ONLINE,Credit Card
RTN-63095642,ORD-74227820,CUST-10953,daniel.haynes@hotmail.com,2026-01-04,No longer needed,Refund,727.85,Phone,CSR-0013,PayPal
RTN-12173958,ORD-74227820,CUST-10953,daniel.haynes@hotmail.com,2026-04-24,Defective,Refund,0.0,Phone,CSR-0013,PayPal
RTN-77945041,ORD-15372605,CUST-7399,daisy.hooper@yahoo.com,2026-03-08,Found a better price,Refund,1274.74,Social Media,ONLINE,Credit Card
RTN-49046913,ORD-98313039,CUST-7004,crystal.watson@hotmail.com,2026-04-20,Product did not match description,Refund,740.72,Phone,CSR-0020,Credit Card
RTN-42801485,ORD-27881301,CUST-9024,trevor.barnes@gmail.com,2026-01-21,Damaged in transit,Refund,802.54,WEB,,PayPal
RTN-05442031,ORD-48630280,CUST-8027,miguel.kidd@hotmail.com,2026-01-12,Defective,Refund,3239.56, Ebay ,ONLINE,Credit Card
RTN-71419688,ORD-62649537,CUST-7592,raymond.williams@yahoo.com,2025-12-27,CHANGED MIND,Refund,1500.39,Phone,CSR-0002,Credit Card
RTN-46537885,ORD-47735371,CUST-9379,cody.erickson@hotmail.com,2026-01-02,No longer needed,  Refund  ,431.8,Web,ONLINE,Credit Card
RTN-33221176,ORD-47735371,CUST-9379,cody.erickson@hotmail.com,2026-04-03,Changed mind,Refund,203.82,Web,ONLINE,Credit Card
RTN-37262387,ORD-10098876,CUST-8349,jenna.zimmerman@yahoo.com,2026-01-04,Defective,Refund,214.03,Web,ONLINE,Credit Card
RTN-10967021,ORD-18083211,GUEST-100668,isabellabrown@example.org,2026-01-15,Wrong item,REFUND,539.69,Phone,CSR-0013,Credit Card
RTN-47271060,ORD-29097289,CUST-10966,sarah.terry@yahoo.com,2026-01-13,No longer needed,Refund,3574.28,NewEgg,ONLINE,ACH
RTN-15112946,ORD-49825030,CUST-10953,daniel.haynes@hotmail.com,2026-01-18,Found a better price,Refund,7793.05,Social Media,ONLINE,Apple Pay
RTN-54049636,ORD-39395426,CUST-8947,kathleen.collins@hotmail.com,2025-12-28,Arrived damaged,Refund,730.95,Web,ONLINE,PayPal
RTN-65592377,ORD-39395426,CUST-8947,kathleen.collins@hotmail.com,2026-01-18,Item arrived late,Refund,0.0,Web,ONLINE,PayPal
RTN-39386054,ORD-71060302,CUST-9819,barbara.jones@gmail.com,2026-01-23,damaged in transit,  Refund ,327.64,Phone,CSR-0003,Credit Card
RTN-43389934,ORD-20077355,GUEST-100547,kellyhill@example.com,2026-01-10,Defective,REFUND,1815.79,Phone,CSR-0006,Credit Card
RTN-54469629,ORD-29776963,GUEST-100872,douglaschristina@example.net,2026-01-23,Item arrived late, Refund  ,60.91,phone,CSR-0009,Credit Card
RTN-07714546,ORD-43052981,CUST-10252,barbara.figueroa@hotmail.com,2026-01-10,Arrived damaged,Refund,704.9,Phone,CSR-0003,PayPal
RTN-00396213,ORD-74921001,CUST-9345,tina.lee@yahoo.com,2025-12-29,Damaged in transit,Refund,829.64,Phone,CSR-0016,PayPal
RTN-78127769,ORD-74921001,CUST-9345,tina.lee@yahoo.com,2025-12-31,Arrived damaged,Refund,0.0,Phone,CSR-0016,PayPal
RTN-67834361,ORD-89899419,CUST-5252,christina.cohen@gmail.com,2026-01-22,Defective,Refund,1515.35,Web,ONLINE,PayPal
RTN-18339200,ORD-97472943,CUST-8185,danielle.collins@hotmail.com,2026-01-14,Found a better price,Refund,154.07,Web,ONLINE,PayPal
RTN-89199943,ORD-23295692,CUST-6608,matthew.brown@yahoo.com,2026-02-16,Wrong item,Refund,1320.24,Web,ONLINE,Credit Card
RTN-67474636,ORD-23295692,CUST-6608,matthew.brown@yahoo.com,2026-02-21,Damaged in transit,Refund,0.0,Web,ONLINE,Credit Card
RTN-47523028,ORD-23392087,CUST-5962,tiffany.green@yahoo.com,2026-01-15,Defective,Refund,2055.58,Social Media,ONLINE,Credit Card
RTN-40507248,ORD-56074100,GUEST-102524,jennifer36@example.net,2026-01-01,Defective,Refund,983.49,NewEgg,ONLINE,Credit Card
RTN-83399578,ORD-23148537,CUST-6640,tammy.santos@yahoo.com,2026-01-17,Defective, Refund  ,6308.96,Web,ONLINE,Credit Card
RTN-41893013,ORD-37654161,CUST-10516,james.chen@hotmail.com,2026-01-26,Defective,Refund,730.78,Web,ONLINE,PayPal
RTN-70307062,ORD-62926265,GUEST-102448,bentleypeter@example.com,2026-01-07,Changed mind,Refund,239.12,Phone,CSR-0005,Credit Card
RTN-92117989,ORD-38709342,CUST-6156,hayley.estes@yahoo.com,2026-02-21,Item arrived late,Refund,531.28,Web,ONLINE,Apple Pay
RTN-17871733,ORD-62493346,CUST-10730,leslie.perez@gmail.com,2026-03-11,Arrived damaged,Refund,957.66,Phone,CSR-0016,Credit Card
RTN-94479138,ORD-64800377,CUST-7456,stephanie.benson@hotmail.com,2026-01-22,Arrived damaged,Refund,973.9,Phone,CSR-0009,Credit Card
RTN-01876919,ORD-81852190,CUST-6587,chelsea.thompson@gmail.com,2026-01-09,Changed mind,Refund,612.4,Web,ONLINE,Google Pay
