order_id,total_items,order_date,customer_id,email,order_channel,is_expedited,customer_tier,gross_total,net_total,total_discount_amount,payment_method,shipping_speed,shipping_cost,agent_id,actual_shipping_cost,payment_processing_fee,shipping_address,billing_address,clv_bucket,is_reactivated
ORD-37007488,2,2026-01-11T00:27:15,GUEST-102848,danadurham@example.com,Phone,False,Silver,420.79,420.79,0.0,Apple Pay,Standard,5.0,CSR-0017,4.62,8.42,"67048 Hodges Brook Suite 831, Thompsonborough, AZ 01018","67048 Hodges Brook Suite 831, Thompsonborough, AZ 01018",Medium,False
ORD-68934470,4,2026-01-11T01:12:54,GUEST-102291,zachary91@example.org,Phone,False,Silver,331.81,313.53,18.28,Credit Card,Standard,5.0,CSR-0006,4.38,7.84,"8807 Elizabeth Cape Apt. 002, Conniefurt, ND 57984","8807 Elizabeth Cape Apt. 002, Conniefurt, ND 57984",Medium,False
ORD-59068881,1,2026-01-11T02:11:47,CUST-6384,courtney.mooney@hotmail.com,Social Media,False,Bronze,60.5,60.5,0.0,Credit Card,Two-Day,45.0,ONLINE,40.12,1.51,"69748 Riley Plaza, Aliciashire, WV 67015","69748 Riley Plaza, Aliciashire, WV 67015",Low,False
ORD-32540235,6,2026-01-11T03:29:10,CUST-7500,kenneth.farley@gmail.com,Social Media,False,Platinum,2839.96,2553.95,286.01,Apple Pay,Two-Day,45.0,ONLINE,41.44,51.08,"39081 Daniel Skyway, Scottmouth, RI 44050","39081 Daniel Skyway, Scottmouth, RI 44050",High,False
ORD-62008098,6,2026-01-11T04:09:01,CUST-9182,jennifer.fox@gmail.com,Web,False,Platinum,1674.46,1628.65,45.81,Credit Card,Standard,5.0,ONLINE,4.71,40.72,"4444 Nancy Extension, Anthonyton, VI 54432","4444 Nancy Extension, Anthonyton, VI 54432",High,False
ORD-56809790,7,2026-01-11T05:20:09,CUST-7820,kathryn.gutierrez@hotmail.com,Social Media,False,Platinum,3389.73,3248.48,141.25,Credit Card,Standard,5.0,ONLINE,4.01,81.21,"8054 Ryan Cove, Port Scott, MI 05507","8054 Ryan Cove, Port Scott, MI 05507",High,False
ORD-13613506,4,2026-01-11T05:56:28,CUST-5130,kathleen.harris@hotmail.com,Web,False,Gold,718.98,649.44,69.54,Credit Card,Standard,5.0,ONLINE,4.76,16.24,"5168 Diane Plains Suite 603, Cindyfort, SC 58440","5168 Diane Plains Suite 603, Cindyfort, SC 58440",  Medium  ,False
ORD-26451276,4,2026-01-11T06:51:28,GUEST-102234,sarah15@example.org,Web,True,Gold,768.37,757.06,11.31,Credit Card,Two-Day,45.0,ONLINE,34.91,18.93,"641 Charles Union Suite 326, Michaelview, VI 04283","641 Charles Union Suite 326, Michaelview, VI 04283",High,False
ORD-02499296,3,2026-01-11T07:18:15,CUST-7601,pamela.cox@hotmail.com,Social Media,False,Platinum,1164.64,1062.64,102.0,ACH,Two-Day,45.0,ONLINE,39.92,10.63,"589 Jasmine Pass, Joeburgh, KY 40807","589 Jasmine Pass, Joeburgh, KY 40807",High,False
ORD-10207765,7,2026-01-11T07:43:59,CUST-8241,jorge.young@gmail.com,Web,False,Platinum,2002.7,1964.97,37.73, Credit Card  ,Overnight,80.0,ONLINE,63.3,49.12,"5744 Decker Estates Suite 742, South Lacey, HI 04524","5744 Decker Estates Suite 742, South Lacey, HI 04524",High,False
ORD-25412140,1,2026-01-11T12:18:45,CUST-9852,jennifer.campbell@gmail.com,Social Media,False,Silver,102.72,102.72,0.0,PayPal,Standard,5.0,ONLINE,4.78,3.08,"6179 Tyler Squares Suite 608, South Roseburgh, WI 09834","6179 Tyler Squares Suite 608, South Roseburgh, WI 09834",Low,False
ORD-20502638,1,2026-01-11T13:23:10,CUST-10374,joseph.lozano@hotmail.com,Social Media,False,Silver,425.43,425.43,0.0,Credit Card,Standard,5.0,ONLINE,4.75,10.64,"2462 Hall Grove Apt. 035, Nicholasborough, SD 71167","2462 Hall Grove Apt. 035, Nicholasborough, SD 71167",Medium,False
ORD-73212057,6,2026-01-11T17:11:03,GUEST-101215,elizabeth25@example.com,Web,False,Platinum,1935.94,1867.74,68.2,Credit Card,Standard,5.0,ONLINE,4.34,46.69,"807 Barker Summit Apt. 594, East Nathanberg, OR 18961","807 Barker Summit Apt. 594, East Nathanberg, OR 18961",High,False
ORD-46098443,3,2026-01-11T18:37:25,CUST-9882,sierra.gomez@yahoo.com,Phone,False,Gold,670.63,670.63,0.0,CREDIT CARD,Standard,5.0,CSR-0008,4.66,16.77,"78105 Shane Hill, Port Emily, MH 94311","78105 Shane Hill, Port Emily, MH 94311",Medium,False
ORD-11174902,7,2026-01-11T20:18:13,CUST-10036,mark.hester@hotmail.com,Web,False,Platinum,1842.91,1671.22,171.69,Google Pay,Standard,5.0,ONLINE,4.35,33.42,"USNV Reed, FPO AA 53448","USNV Reed, FPO AA 53448",  High ,False
ORD-26966869,6,2026-01-11T20:27:11,CUST-9222,diana.gomez@gmail.com,Web,False,Platinum,1093.97,1093.97,0.0,PayPal,Standard,5.0,ONLINE,3.98,32.82,"48669 Pierce Coves Suite 508, Lake Reginaldmouth, AS 78456","48669 Pierce Coves Suite 508, Lake Reginaldmouth, AS 78456",High,False
ORD-50421311,5,2026-01-11T23:30:43,CUST-9235,marissa.mendoza@hotmail.com,Phone,True,Platinum,1499.68,1499.68,0.0,Credit Card,Two-Day,45.0,CSR-0009,40.33,37.49,"6493 Mcbride Drives, Port Brittany, AR 21490","6493 Mcbride Drives, Port Brittany, AR 21490",High,False
ORD-47789868,5,2026-01-12T00:00:09,CUST-5308,marc.oconnell@gmail.com,Web,False,Gold,676.52,676.52,0.0,Credit Card,Two-Day,45.0,ONLINE,36.12,16.91,"79931 Ronald Valleys, Nguyenshire, ND 18501","79931 Ronald Valleys, Nguyenshire, ND 18501",Medium,False
ORD-37390419,1,2026-01-12T03:24:44,CUST-10155,vanessa.waters@yahoo.com,Ebay,False,Silver,491.02,491.02,0.0,Credit Card,Two-Day,45.0,ONLINE,36.79,12.28,"250 Joseph Pine Apt. 392, East Harry, MH 05825","250 Joseph Pine Apt. 392, East Harry, MH 05825",Medium,False
ORD-87731341,8,2026-01-12T04:24:28,GUEST-101338,linda07@example.org,Web,False,Platinum,2225.57,2053.13,172.44,ACH,Standard,5.0,ONLINE,4.17,20.53,"4311 Thomas Freeway, West Joseph, VA 64650","4311 Thomas Freeway, West Joseph, VA 64650",High,False
ORD-91907933,7,2026-01-12T06:15:30,GUEST-100253,rebeccarivas@example.net,Ebay,False,Platinum,2498.5,2447.34,51.16,Credit Card,Standard,5.0,ONLINE,4.13,61.18,"47201 Kelly Valleys, Lake Jonathanview, HI 54406","47201 Kelly Valleys, Lake Jonathanview, HI 54406",High,False
ORD-53135819,6,2026-01-12T06:57:28,CUST-6005,corey.stephens@hotmail.com,Phone,False,Platinum,1166.49,1152.24,14.25,Credit Card,STANDARD,5.0,CSR-0020,4.92,28.81,"USNV Cox, FPO AE 60632","USNV Cox, FPO AE 60632",High,False
ORD-89718244,4,2026-01-12T11:51:29,CUST-7189,wendy.mcclain@hotmail.com,Social Media,False,Platinum,1784.76,1784.76,0.0,Apple Pay,Standard,5.0,ONLINE,4.7,35.7,"8855 Albert Pine, Lake Lisa, NV 13084","8855 Albert Pine, Lake Lisa, NV 13084",High,False
ORD-70745512,7,2026-01-12T11:52:17,CUST-10024,johnny.jones@hotmail.com,Social Media,True,Platinum,1405.52,1386.08,19.44,Google Pay, Standard  ,5.0,ONLINE,3.97,27.72,"3924 Hogan Manor, Lake Rebeccaland, MH 99913","3924 Hogan Manor, Lake Rebeccaland, MH 99913",High,False
ORD-12455255,10,2026-01-12T21:08:51,CUST-5430,melinda.delacruz@gmail.com,Web,False,Platinum,3494.17,3386.07,108.1,PayPal,Standard,5.0,ONLINE,4.73,101.58,"931 Michael Ford Apt. 587, North Brian, MI 47799","931 Michael Ford Apt. 587, North Brian, MI 47799",High,False
ORD-14017078,12,2026-01-12T23:39:29,CUST-6760,laura.byrd@gmail.com,Social Media,True,Platinum,6484.01,6459.55,24.46, ACH ,Standard,5.0,ONLINE,4.09,64.6,"69615 Nelson Keys Apt. 364, Charlestown, AS 04858","69615 Nelson Keys Apt. 364, Charlestown, AS 04858",High,False
ORD-12440447,10,2026-01-13T03:41:52,CUST-6468,timothy.blackburn@yahoo.com,Web,False,Platinum,5418.62,5242.51,176.11,ACH,Standard,5.0,ONLINE,4.59,52.43,"672 Kimberly Place Apt. 568, New Shannon, AK 24508","672 Kimberly Place Apt. 568, New Shannon, AK 24508",High,False
ORD-04984438,2,2026-01-13T06:06:30,GUEST-102858,littlederek@example.com,Social Media,False,Gold,503.27,503.27,0.0,PayPal,Standard,5.0,ONLINE,4.59,15.1,"8639 Murillo Divide, West Jasminshire, MA 30724","8639 Murillo Divide, West Jasminshire, MA 30724",Medium,False
ORD-35247690,1,2026-01-13T06:09:03,GUEST-103471,justin47@example.net,Phone,False,Silver,191.48,150.0,41.48,Credit Card,Standard,5.0,CSR-0010,4.16,3.75,"7196 James Circle Apt. 753, Selenaland, CT 74989","7196 James Circle Apt. 753, Selenaland, CT 74989",Low,False
ORD-68252797,2,2026-01-13T06:10:18,CUST-9359,william.chang@gmail.com,Web,False,Gold,748.5,748.5,0.0,PayPal,Standard,5.0,ONLINE,4.4,22.45,"2111 Mccoy Oval, Karaton, MA 43670","2111 Mccoy Oval, Karaton, MA 43670",Medium,False
ORD-25816123,7,2026-01-13T06:56:28,CUST-10992,kerry.hale@hotmail.com,Web,True,Platinum,1917.97,1888.54,29.43,ACH,Overnight,80.0,ONLINE,60.69,18.89,"548 Logan Haven, Port Laurachester, IA 34324","548 Logan Haven, Port Laurachester, IA 34324",High,False
ORD-30168213,6,2026-01-13T07:32:17,GUEST-101070,davidmccarty@example.net,Social Media,False,Gold,955.02,910.6,44.42,PayPal,Overnight,80.0,ONLINE,61.8,27.32,"452 Mitchell Gateway Suite 291, East Brian, WY 38221","452 Mitchell Gateway Suite 291, East Brian, WY 38221",High,False
ORD-66970225,4,2026-01-13T14:01:02,CUST-8443,dawn.dennis@yahoo.com,Web,False,Platinum,2049.42,2022.04,27.38,ACH,  Standard  ,5.0,ONLINE,4.41,20.22,"0305 Simmons Plaza, Kochmouth, WY 39119","0305 Simmons Plaza, Kochmouth, WY 39119",High,False
ORD-52132012,6,2026-01-13T20:54:49,CUST-8941,william.miller@gmail.com,Web,False,Platinum,1155.29,1155.29,0.0,credit card,Standard,5.0,ONLINE,3.95,28.88,"5337 James Island, Huangton, HI 78682","5337 James Island, Huangton, HI 78682",High,False
ORD-08710594,2,2026-01-14T02:10:12,GUEST-102868,jennifer88@example.com,Web,False,Gold,675.51,666.1,9.41,Google Pay,Standard,5.0,ONLINE,3.91,13.32,"3374 Salazar Branch, Lake Saraburgh, WA 63289","3374 Salazar Branch, Lake Saraburgh, WA 63289",Medium,False
ORD-72854654,8,2026-01-14T02:56:00,CUST-10356,angela.rowland@gmail.com,Phone,False,Platinum,2339.6,2173.16,166.44,Credit Card,Standard,5.0,CSR-0007,4.58,54.33,"145 Jasmine Dale Apt. 928, East Samantha, NV 87836","145 Jasmine Dale Apt. 928, East Samantha, NV 87836",High,False
ORD-98550437,7,2026-01-14T12:06:54,CUST-7455,april.martin@hotmail.com,Phone,False,Platinum,2582.92,2554.69,28.23,Google Pay,Standard,5.0,CSR-0010,4.92,51.09,"25592 Victor Road Apt. 074, Christianville, LA 88855","25592 Victor Road Apt. 074, Christianville, LA 88855",High,False
ORD-29297289,3,2026-01-14T13:15:47,CUST-9488,maria.gray@yahoo.com,Web,False,Platinum,1055.91,1055.91,0.0,Credit Card,Standard,5.0,ONLINE,4.22,26.4,"3561 Aimee Place Apt. 137, West Heidi, CT 73965","3561 Aimee Place Apt. 137, West Heidi, CT 73965",High,False
ORD-82865220,1,2026-01-14T14:59:21,CUST-7884,gary.duncan@gmail.com,Social Media,False,Silver,405.94,323.28,82.66,Credit Card,Two-Day,45.0,ONLINE,35.2,8.08,"4990 Jacobs Junction Apt. 141, North Adamside, NH 84959","4990 Jacobs Junction Apt. 141, North Adamside, NH 84959",Medium,False
ORD-21122791,3,2026-01-14T18:01:03,CUST-7171,nicole.hill@yahoo.com,Web,False,Platinum,1023.78,914.01,109.77,PAYPAL,Standard,5.0,ONLINE,4.05,27.42,"6589 Lee Plaza Suite 844, Lake Angela, TN 51850","6589 Lee Plaza Suite 844, Lake Angela, TN 51850",High,False
ORD-85506696,8,2026-01-14T18:16:14,CUST-6774,dominique.chavez@gmail.com,Social Media,True,Platinum,2284.29,2284.29,0.0,PayPal,Standard,5.0,ONLINE,4.17,68.53,"966 Knox Neck, Lake Claytonland, IL 18144","966 Knox Neck, Lake Claytonland, IL 18144",High,False
ORD-60681630,1,2026-01-14T18:51:42,CUST-5320,cathy.lee@hotmail.com,Web,False,Bronze,32.16,32.16,0.0,Credit Card,Standard,5.0,ONLINE,4.26,0.8,"702 Kyle Locks, South Michael, MD 07714","702 Kyle Locks, South Michael, MD 07714",Low,False
ORD-17963252,4,2026-01-14T19:52:01,CUST-10944,christian.johnson@yahoo.com,Web,False,Platinum,1124.62,1060.14,64.48,Credit Card,Standard,5.0,ONLINE,4.53,26.5,"574 Heather Manors, Mortonstad, ME 23739","574 Heather Manors, Mortonstad, ME 23739",High,False
ORD-93932836,12,2026-01-14T21:37:17,CUST-7417,patricia.franklin@yahoo.com,Phone,False,Platinum,4435.07,4328.24,106.83,Google Pay,Overnight,80.0,CSR-0020,75.79,86.56,"09207 Scott Square, Moralesstad, TN 62543","09207 Scott Square, Moralesstad, TN 62543",  High ,False
ORD-43720095,5,2026-01-14T22:33:05,CUST-7946,kelsey.jensen@yahoo.com,Ebay,False,Platinum,1427.89,1283.14,144.75,PayPal,Two-Day,45.0,ONLINE,35.49,38.49,"85356 Martinez Cliffs, Russoview, HI 90618","85356 Martinez Cliffs, Russoview, HI 90618",High,False
ORD-47813373,12,2026-01-15T00:24:38,CUST-9296,pamela.williams@hotmail.com,Web,False,Platinum,6291.63,6180.09,111.54,Credit Card,Two-Day,45.0,ONLINE,37.24,154.5,"862 Francis Brooks, North Jeffery, NH 03325","862 Francis Brooks, North Jeffery, NH 03325",High,False
ORD-00367171,8,2026-01-15T02:16:34,CUST-7163,theresa.moore@hotmail.com,Web,False,Platinum,1487.55,1487.55,0.0,Credit Card,Standard,5.0,ONLINE,4.16,37.19,"42427 Patton Cliffs Apt. 876, East Karenhaven, FL 56424","42427 Patton Cliffs Apt. 876, East Karenhaven, FL 56424",High,False
ORD-95160631,4,2026-01-15T03:33:03,CUST-8762,morgan.howard@gmail.com,Social Media,False,Silver,295.17,295.17,0.0,Credit Card,Standard,5.0,ONLINE,4.2,7.38,"84111 Ramirez Summit Apt. 740, Glennberg, MI 58319","84111 Ramirez Summit Apt. 740, Glennberg, MI 58319",Medium,False
ORD-98492629,6,2026-01-15T06:11:56,CUST-9912,timothy.hayes@yahoo.com,Phone,False,Platinum,1475.55,1475.55,0.0,PayPal,Standard,5.0,CSR-0020,4.14,44.27,"0691 John Crossing Suite 376, South Taylorchester, KS 50355","0691 John Crossing Suite 376, South Taylorchester, KS 50355",  High  ,False
ORD-90455878,11,2026-01-15T22:22:38,CUST-8053,brian.hahn@gmail.com,Ebay,False,Platinum,6405.7,6373.55,32.15,Credit Card,Standard,5.0,ONLINE,4.1,159.34,"Unit 2583 Box 6682, DPO AP 37787","Unit 2583 Box 6682, DPO AP 37787",HIGH,False
ORD-61740280,2,2026-01-16T03:02:09,CUST-10569,jesse.harding@yahoo.com,Social Media,False,Platinum,47.89,47.89,0.0,Credit Card,Overnight,80.0,ONLINE,69.1,1.2,"43724 Baker Trafficway, Davidmouth, GA 10536","43724 Baker Trafficway, Davidmouth, GA 10536",High,False
ORD-48681528,8,2026-01-16T05:14:53,CUST-10232,jason.johnston@yahoo.com,Web,False,Platinum,3910.51,3530.11,380.4,Credit Card,Standard,5.0,ONLINE,4.1,88.25,"47371 Justin Corner Apt. 949, Thompsonbury, NJ 69821","47371 Justin Corner Apt. 949, Thompsonbury, NJ 69821",High,False
ORD-67644658,8,2026-01-16T05:39:08,CUST-8138,james.henson@gmail.com,NewEgg,False,Platinum,2991.37,2991.37,0.0,Credit Card,Overnight,80.0,ONLINE,68.49,74.78,"3459 Alexander Station Apt. 348, North Gerald, MT 29090","3459 Alexander Station Apt. 348, North Gerald, MT 29090",High,False
ORD-81255508,5,2026-01-16T10:00:25,CUST-9081,pamela.wagner@yahoo.com,Ebay,False,Platinum,1313.51,1278.98,34.53,Paypal,Standard,5.0,ONLINE,3.98,38.37,"Unit 0877 Box 6865, DPO AP 88165","Unit 0877 Box 6865, DPO AP 88165",  High ,False
ORD-95708204,4,2026-01-16T12:47:02,CUST-6861,matthew.clark@hotmail.com,Web,True,Platinum,1897.06,1842.6,54.46,Credit Card,  Standard  ,5.0,ONLINE,4.07,46.06,"25588 Mullen Harbors, Port Michaelborough, WI 09036","25588 Mullen Harbors, Port Michaelborough, WI 09036",High,False
ORD-83900600,5,2026-01-16T15:08:59,CUST-7801,steven.irwin@hotmail.com,Web,False,Platinum,2047.59,2034.73,12.86,Credit Card,Two-Day,45.0,ONLINE,37.5,50.87,"720 Cruz Dale Apt. 719, Lake Robert, OH 02920","720 Cruz Dale Apt. 719, Lake Robert, OH 02920",High,False
ORD-56623383,10,2026-01-16T22:30:57,CUST-7771,andrew.rodriguez@yahoo.com,Web,False,Platinum,4983.37,4763.02,220.35,Credit Card,Standard,5.0,ONLINE,4.16,119.08,"24246 Brown Oval Apt. 948, Erictown, MP 81102","24246 Brown Oval Apt. 948, Erictown, MP 81102",  High  ,False
ORD-29791321,10,2026-01-16T23:53:57,CUST-9014,riley.stephenson@hotmail.com,Web,False,Platinum,3492.87,3438.56,54.31,Credit Card,Standard,5.0,ONLINE,4.04,85.96,"923 Susan Summit Suite 502, North Phillipfort, KS 32441","923 Susan Summit Suite 502, North Phillipfort, KS 32441",High,False
ORD-53229357,2,2026-01-17T02:03:17,CUST-7837,micheal.byrd@hotmail.com,Ebay,True,Silver,437.25,437.25,0.0,Credit Card,Two-Day,45.0,ONLINE,41.08,10.93,"94889 Jeffrey Square Apt. 198, Piercestad, ME 04918","94889 Jeffrey Square Apt. 198, Piercestad, ME 04918",Medium,False
ORD-13037981,14,2026-01-17T03:08:10,CUST-6319,melvin.pham@yahoo.com,Social Media,False,Platinum,6511.08,6280.68,230.4,Credit Card,Standard,5.0,ONLINE,4.51,157.02,"982 Hendrix Mill Apt. 470, Benjaminshire, ID 51485","982 Hendrix Mill Apt. 470, Benjaminshire, ID 51485",High,False
ORD-86901344,15,2026-01-17T05:14:01,CUST-5102,jesse.guzman@hotmail.com,Phone,False,Platinum,6637.55,6314.78,322.77, Credit Card  ,Overnight,80.0,CSR-0011,64.08,157.87,"433 Jill Springs, New Roberttown, CO 29158","433 Jill Springs, New Roberttown, CO 29158",High,False
ORD-71500235,8,2026-01-17T07:44:14,CUST-5265,megan.lynn@gmail.com,NewEgg,False,Platinum,2879.74,2746.35,133.39,Google Pay,Two-Day,45.0,ONLINE,40.7,54.93,"031 Alexis Forge Suite 647, Steventon, MA 11016","031 Alexis Forge Suite 647, Steventon, MA 11016",High,False
ORD-43123301,10,2026-01-17T09:58:53,CUST-10095,kathryn.rodriguez@yahoo.com,Social Media,False,Platinum,4524.04,4356.06,167.98,Credit Card,Standard,5.0,ONLINE,3.87,108.9,"39663 Michael Field Suite 344, East Sabrinabury, MI 00823","39663 Michael Field Suite 344, East Sabrinabury, MI 00823",High,False
ORD-35105761,5,2026-01-17T10:34:10,GUEST-101729,martinandrew@example.org,Social Media,False,Platinum,1047.0,1020.39,26.61,Credit Card,Standard,5.0,ONLINE,4.81,25.51,"5524 Daniel Tunnel, Kristyfort, NV 90627","5524 Daniel Tunnel, Kristyfort, NV 90627",High,False
ORD-58276775,7,2026-01-17T14:38:57,GUEST-101023,matthewserrano@example.org,Phone,False,Platinum,2065.5,1855.69,209.81,Credit Card,Two-Day,45.0,CSR-0015,34.27,46.39,"Unit 0065 Box 7222, DPO AP 11312","Unit 0065 Box 7222, DPO AP 11312",High,False
ORD-73820496,5,2026-01-17T15:39:40,CUST-9010,arthur.taylor@hotmail.com,Social Media,False,Platinum,1506.46,1506.46,0.0,PayPal,Overnight,80.0,ONLINE,67.53,45.19,"54364 Delgado Harbors, East Kellyside, MI 32491","54364 Delgado Harbors, East Kellyside, MI 32491",High,False
ORD-70379154,9,2026-01-17T17:20:24,CUST-9742,brittany.kim@hotmail.com,Phone,True,Platinum,3708.51,3564.92,143.59,Credit Card,Two-Day,45.0,CSR-0001,36.87,89.12,"5964 Perry Causeway Apt. 155, West Louistown, AZ 63023","5964 Perry Causeway Apt. 155, West Louistown, AZ 63023",High,False
ORD-27946981,9,2026-01-17T18:20:56,CUST-5281,madison.cortez@yahoo.com,Web,False,Platinum,4394.55,4233.54,161.01, Credit Card  ,Overnight,80.0,ONLINE,63.77,105.84,"12797 Delacruz Gateway, Sullivanton, PA 96882","12797 Delacruz Gateway, Sullivanton, PA 96882",High,False
ORD-35345129,9,2026-01-18T00:25:34,CUST-7609,linda.newman@gmail.com,Web,False,Platinum,3212.26,3212.26,0.0,PayPal,Two-Day,45.0,ONLINE,41.48,96.37,"0062 Marcus Villages Apt. 177, Cherylmouth, TX 37446","0062 Marcus Villages Apt. 177, Cherylmouth, TX 37446",High,False
ORD-98486576,3,2026-01-18T01:48:36,GUEST-101019,emily63@example.com,Ebay,False,Platinum,414.95,414.95,0.0,Apple Pay,Standard,5.0,ONLINE,4.5,8.3,"2940 Reed Isle Suite 704, South Megan, MA 44545","2940 Reed Isle Suite 704, South Megan, MA 44545",  High  ,False
ORD-11746675,6,2026-01-18T09:40:28,GUEST-102142,thomasnorton@example.net,Ebay,False,Platinum,2628.5,2570.06,58.44,Google Pay,Standard,5.0,ONLINE,4.65,51.4,"57081 Sherman Knolls, Lake Jenniferfort, IL 54097","57081 Sherman Knolls, Lake Jenniferfort, IL 54097",High,False
ORD-03569242,9,2026-01-18T10:04:40,CUST-7302,tanya.martinez@gmail.com,Ebay,False,Platinum,5140.31,5102.83,37.48,PayPal,Standard,5.0,ONLINE,4.63,153.08,"08557 Joshua Prairie Apt. 640, Hillville, MN 14800","08557 Joshua Prairie Apt. 640, Hillville, MN 14800",High,False
ORD-28822899,8,2026-01-18T10:28:11,CUST-7565,gary.hanna@hotmail.com,Web,False,Platinum,3698.47,3599.36,99.11,PayPal,Standard,5.0,ONLINE,4.41,107.98,"72447 Wolf Turnpike Suite 920, West Pamelahaven, FL 80704","72447 Wolf Turnpike Suite 920, West Pamelahaven, FL 80704",High,False
ORD-16172866,5,2026-01-18T12:36:43,CUST-11055,christopher.baker@gmail.com,Web,False,Platinum,915.73,897.77,17.96,PayPal,Standard,5.0,ONLINE,3.89,26.93,"78030 Lowe Extensions Suite 819, East Raymond, CO 84122","78030 Lowe Extensions Suite 819, East Raymond, CO 84122",High,False
ORD-54494691,8,2026-01-18T14:23:45,CUST-10585,edward.bright@hotmail.com,Web,False,Platinum,1952.32,1922.37,29.95,ACH, Two-Day  ,45.0,ONLINE,39.68,19.22,"Unit 4100 Box 5659, DPO AA 69664","Unit 4100 Box 5659, DPO AA 69664",High,False
ORD-73665245,5,2026-01-18T20:32:14,CUST-8319,jennifer.gordon@gmail.com,NewEgg,False,Platinum,888.33,888.33,0.0,Credit Card, Overnight ,80.0,ONLINE,66.67,22.21,"PSC 1893, Box 2766, APO AA 17961","PSC 1893, Box 2766, APO AA 17961",High,False
ORD-12275944,1,2026-01-19T05:12:33,GUEST-102823,tiffany17@example.org,Social Media,True,Silver,169.43,169.43,0.0,Credit Card,Standard,5.0,ONLINE,4.65,4.24,"3773 Justin Brooks, Benjaminstad, KY 82288","3773 Justin Brooks, Benjaminstad, KY 82288",Low,False
ORD-28856821,4,2026-01-19T06:37:46,CUST-7224,robert.tucker@yahoo.com,Web,False,Platinum,1639.48,1639.48,0.0,Credit Card,Standard,5.0,ONLINE,4.55,40.99,"Unit 8781 Box 5749, DPO AP 16280","Unit 8781 Box 5749, DPO AP 16280",High,False
ORD-74022606,9,2026-01-19T07:43:08,CUST-9365,jasmine.ross@gmail.com,Social Media,False,Platinum,3303.97,3264.18,39.79,Credit Card,Two-Day,45.0,ONLINE,33.35,81.6,"453 Reed Estate, Natalieshire, PA 85489","453 Reed Estate, Natalieshire, PA 85489",High,False
ORD-63713540,6,2026-01-19T09:47:03,CUST-6808,clayton.young@yahoo.com,Web,False,Gold,815.93,815.93,0.0,Apple Pay,Overnight,80.0,ONLINE,75.17,16.32,"870 Ann Corners Apt. 133, Bishopburgh, IL 26982","870 Ann Corners Apt. 133, Bishopburgh, IL 26982",High,False
ORD-59409769,10,2026-01-19T12:18:06,CUST-8041,jeremy.clayton@yahoo.com,Web,False,Platinum,2442.03,2386.13,55.9,Credit Card,Standard,5.0,ONLINE,3.89,59.65,"2625 Perry Curve Suite 824, New Devinport, MD 48005","2625 Perry Curve Suite 824, New Devinport, MD 48005",High,False
ORD-65000894,8,2026-01-19T12:59:41,CUST-6816,thomas.white@yahoo.com,Web,False,Platinum,1338.25,1213.27,124.98,Credit Card,Standard,5.0,ONLINE,4.56,30.33,"1250 Melissa Springs, West Katherine, HI 38246","1250 Melissa Springs, West Katherine, HI 38246",High,False
ORD-84645383,6,2026-01-19T16:18:18,CUST-7637,sharon.velez@yahoo.com,Web,False,Platinum,1392.17,1306.76,85.41,Credit Card,Overnight,80.0,ONLINE,61.76,32.67,"842 Bray Ramp Apt. 177, South Christyton, UT 43712","842 Bray Ramp Apt. 177, South Christyton, UT 43712",High,False
ORD-21028431,2,2026-01-19T18:30:09,CUST-10164,martin.cohen@gmail.com,Phone,False,Silver,308.86,263.41,45.45,Credit Card,Standard,5.0,CSR-0013,4.23,6.59,"1401 Burns Canyon Suite 261, East Josephshire, GA 71579","1401 Burns Canyon Suite 261, East Josephshire, GA 71579",Medium,True
ORD-08433556,4,2026-01-19T20:09:06,CUST-9633,patricia.brown@hotmail.com,Web,False,Platinum,1014.73,1011.71,3.02,Credit Card,  Overnight ,80.0,ONLINE,76.96,25.29,"6638 Jennifer Crest, South Lisaberg, VT 96945","6638 Jennifer Crest, South Lisaberg, VT 96945",High,False
ORD-68912826,4,2026-01-19T21:05:26,CUST-7341,hailey.robbins@yahoo.com,Web,False,Platinum,1044.75,1044.75,0.0,Credit Card,Two-Day,45.0,ONLINE,37.63,26.12,"88257 Watts Mount Apt. 171, Melissafurt, RI 14512","88257 Watts Mount Apt. 171, Melissafurt, RI 14512",High,False
ORD-01339001,4,2026-01-19T23:07:51,GUEST-103782,jalvarez@example.com,Ebay,False,Silver,479.14,474.57,4.57,Credit Card,Standard,5.0,ONLINE,4.87,11.86,"7440 Troy Alley Apt. 341, East Drewstad, IN 00980","7440 Troy Alley Apt. 341, East Drewstad, IN 00980",Medium,False
ORD-33908227,8,2026-01-20T08:44:14,CUST-7646,jamie.chavez@hotmail.com,Web,False,Platinum,2884.13,2876.44,7.69,Apple Pay,Standard,5.0,ONLINE,4.38,57.53,"3405 Pamela Camp, West Stevenbury, OK 49475","3405 Pamela Camp, West Stevenbury, OK 49475",High,False
ORD-17973406,6,2026-01-20T08:51:42,CUST-5598,brian.french@gmail.com,NewEgg,True,Platinum,1861.81,1843.06,18.75,Credit Card,Standard,5.0,,4.11,46.08,"618 Jesse Drive, Deanfurt, AL 49241","618 Jesse Drive, Deanfurt, AL 49241",HIGH,False
